_,Temperature,Humidity,Altitude,Press,Nitrogen,CO2,VOC
,30.531578063964844,41.515869140625,44,100805.8359375,1,485,12
,30.54230499267578,41.55401611328125,46,100782.234375,4,470,10
,30.563758850097656,41.53875732421875,46,100782.234375,3,586,28
,30.574485778808594,41.44720458984375,42,100829.4375,3,834,66
,30.585205078125,41.332763671875,42,100829.4375,4,895,75
,30.595932006835938,41.23358154296875,43,100817.6328125,5,548,22
,30.617385864257812,41.21832275390625,44,100805.8359375,0,441,6
,30.62810516357422,41.21832275390625,45,100794.0390625,0,594,29
,30.649559020996094,41.30224609375,46,100782.234375,0,717,48
,30.66028594970703,41.32513427734375,42,100829.4375,6,851,68
,30.66028594970703,41.332763671875,43,100817.6328125,4,776,57
,30.70318603515625,41.34039306640625,45,100794.0390625,8,780,57
,30.692459106445312,41.332763671875,45,100794.0390625,2,791,59
,30.713905334472656,41.332763671875,44,100805.8359375,4,692,44
,30.73535919189453,41.32513427734375,46,100782.234375,2,678,42
,30.74608612060547,41.332763671875,42,100829.4375,3,717,48
,30.756805419921875,41.32513427734375,43,100817.6328125,3,653,38
,30.767532348632812,41.35565185546875,44,100805.8359375,3,603,30
,30.77825927734375,41.4090576171875,45,100794.0390625,4,615,32
,30.799705505371094,41.46246337890625,46,100782.234375,3,594,29
,30.799705505371094,41.42431640625,42,100829.4375,1,626,34
,30.82115936279297,41.4090576171875,42,100829.4375,3,643,37
,30.831886291503906,41.35565185546875,42,100829.4375,1,643,37
,30.842613220214844,41.2869873046875,43,100817.6328125,8,633,35
,30.864059448242188,41.20306396484375,45,100794.0390625,3,702,46
,30.864059448242188,41.09625244140625,46,100782.234375,3,692,44
,30.874786376953125,41.09625244140625,42,100829.4375,2,660,39
,30.89623260498047,41.1038818359375,42,100829.4375,3,646,37
,30.906959533691406,41.11151123046875,44,100805.8359375,6,646,37
,30.906959533691406,41.088623046875,43,100817.6328125,4,692,44
,30.92841339111328,41.0733642578125,44,100805.8359375,1,746,52
,30.939132690429688,41.05047607421875,46,100782.234375,1,817,63
,30.949859619140625,40.94366455078125,46,100782.234375,4,851,68
,30.9713134765625,40.86737060546875,42,100829.4375,3,863,70
,30.9713134765625,40.82159423828125,44,100805.8359375,0,1131,111
,30.982032775878906,40.7376708984375,45,100794.0390625,6,1029,95
,30.992759704589844,40.65374755859375,46,100782.234375,5,1047,98
,31.00348663330078,40.56219482421875,46,100782.234375,8,951,83
,31.04638671875,40.71478271484375,45,100794.0390625,4,1012,93
,31.04638671875,40.76055908203125,45,100794.0390625,1,951,83
,31.057113647460938,40.8597412109375,46,100782.234375,3,1029,95
,31.067832946777344,41.027587890625,43,100817.6328125,4,1086,104
,31.07855987548828,41.2259521484375,44,100805.8359375,1,1060,100
,31.08928680419922,41.4395751953125,43,100817.6328125,5,1086,104
,31.100013732910156,41.637939453125,43,100817.6328125,6,1110,108
,31.08928680419922,41.79052734375,45,100794.0390625,4,1153,114
,31.110740661621094,41.8515625,46,100782.234375,8,1307,138
,31.1214599609375,41.85919189453125,42,100829.4375,4,1321,140
,31.1214599609375,41.82867431640625,45,100794.0390625,7,1047,98
,31.132186889648438,41.8057861328125,46,100782.234375,4,1001,91
,31.132186889648438,41.78289794921875,45,100794.0390625,2,951,83
,31.132186889648438,41.78289794921875,45,100794.0390625,3,1047,98
,31.153640747070312,41.82867431640625,44,100805.8359375,3,1110,108
,31.153640747070312,41.9278564453125,44,100805.8359375,2,1274,133
,31.16436004638672,42.27880859375,44,100805.8359375,5,1502,173
,31.16436004638672,42.370361328125,43,100817.6328125,5,1568,220
,31.175086975097656,42.2940673828125,42,100829.4375,3,1624,266
,31.175086975097656,42.17962646484375,43,100817.6328125,4,1612,257
,31.185813903808594,42.095703125,42,100829.4375,8,1543,202
,31.185813903808594,42.05755615234375,46,100782.234375,3,1518,184
,31.185813903808594,42.02703857421875,46,100782.234375,4,1380,149
,31.207260131835938,42.2025146484375,43,100817.6328125,4,1458,161
,31.207260131835938,42.431396484375,43,100817.6328125,4,1514,181
,31.207260131835938,42.4619140625,42,100829.4375,3,1518,184
,31.207260131835938,42.46954345703125,46,100782.234375,5,1532,193
,31.217987060546875,42.68316650390625,42,100829.4375,4,1568,220
,31.217987060546875,42.95782470703125,46,100782.234375,7,1557,212
,31.228713989257812,43.25537109375,45,100794.0390625,0,1568,220
,31.250160217285156,43.29351806640625,45,100794.0390625,4,1557,212
,31.23944091796875,43.33929443359375,45,100794.0390625,7,1542,200
,31.23944091796875,43.61395263671875,45,100794.0390625,9,1553,209
,31.260887145996094,43.6368408203125,45,100794.0390625,8,1585,232
,31.250160217285156,43.36981201171875,44,100805.8359375,4,1557,212
,31.250160217285156,43.23248291015625,45,100794.0390625,3,1546,204
,31.28234100341797,43.26300048828125,44,100805.8359375,4,1557,212
,31.260887145996094,43.2706298828125,45,100794.0390625,9,1521,186
,31.27161407470703,43.285888671875,45,100794.0390625,6,1517,183
,31.28234100341797,43.25537109375,44,100805.8359375,7,1517,183
,31.293060302734375,43.346923828125,45,100794.0390625,7,1553,209
,31.28234100341797,43.468994140625,44,100805.8359375,8,1553,209
,31.293060302734375,43.4842529296875,43,100817.6328125,2,1536,196
,31.293060302734375,43.44610595703125,43,100817.6328125,10,1153,114
,31.293060302734375,43.4842529296875,43,100817.6328125,5,1131,111
,31.293060302734375,43.49951171875,42,100829.4375,4,1181,118
,31.303787231445312,43.43084716796875,42,100829.4375,5,1131,111
,31.303787231445312,43.32403564453125,46,100782.234375,7,885,73
,31.31451416015625,43.20196533203125,42,100829.4375,6,920,79
,31.325241088867188,43.07989501953125,46,100782.234375,5,874,72
,31.31451416015625,42.88916015625,45,100794.0390625,5,863,70
,31.325241088867188,42.86627197265625,42,100829.4375,17,1019,94
,31.325241088867188,42.9349365234375,42,100829.4375,4,1038,97
,31.325241088867188,43.4842529296875,46,100782.234375,5,1090,105
,31.31451416015625,43.5452880859375,46,100782.234375,8,1105,107
,31.31451416015625,43.35455322265625,45,100794.0390625,7,1090,105
,31.31451416015625,43.163818359375,46,100782.234375,10,1053,99
,31.325241088867188,43.11041259765625,45,100794.0390625,10,863,70
,31.31451416015625,43.04937744140625,44,100805.8359375,4,778,57
,31.325241088867188,42.9501953125,44,100805.8359375,5,942,82
,31.325241088867188,42.86627197265625,44,100805.8359375,6,1090,105
,31.31451416015625,42.80523681640625,43,100817.6328125,7,1389,150
,31.31451416015625,42.71368408203125,43,100817.6328125,10,1536,196
,31.335960388183594,42.62213134765625,42,100829.4375,8,1601,246
,31.325241088867188,42.52294921875,43,100817.6328125,4,1618,262
,31.325241088867188,42.50006103515625,44,100805.8359375,5,1676,314
,31.325241088867188,42.46954345703125,43,100817.6328125,4,1581,229
,31.335960388183594,42.431396484375,43,100817.6328125,3,1532,193
,31.335960388183594,42.40850830078125,42,100829.4375,3,1441,158
,31.325241088867188,42.3856201171875,42,100829.4375,8,1506,176
,31.335960388183594,42.33984375,42,100829.4375,4,1517,183
,31.335960388183594,42.2940673828125,46,100782.234375,6,1522,186
,31.325241088867188,42.24066162109375,46,100782.234375,4,1559,212
,31.335960388183594,42.19488525390625,46,100782.234375,11,1543,201
,31.34668731689453,42.14910888671875,45,100794.0390625,7,1535,196
,31.325241088867188,42.10333251953125,45,100794.0390625,6,1581,229
,31.335960388183594,42.065185546875,44,100805.8359375,5,1591,237
,31.325241088867188,42.01177978515625,44,100805.8359375,6,1611,256
,31.325241088867188,41.9583740234375,44,100805.8359375,8,1641,282
,31.325241088867188,41.90496826171875,45,100794.0390625,3,1647,287
,31.34668731689453,41.8515625,45,100794.0390625,3,1664,303
,31.335960388183594,41.79815673828125,45,100794.0390625,6,1698,336
,31.325241088867188,41.6837158203125,44,100805.8359375,8,1671,310
,31.335960388183594,41.36328125,44,100805.8359375,3,1635,277
,31.34668731689453,41.2564697265625,43,100817.6328125,6,1495,166
,31.325241088867188,41.2259521484375,43,100817.6328125,11,1400,152
,31.325241088867188,41.18780517578125,43,100817.6328125,8,1501,172
,31.325241088867188,41.17254638671875,42,100829.4375,3,1531,193
,31.31451416015625,41.15728759765625,42,100829.4375,8,1618,262
,31.335960388183594,41.14202880859375,42,100829.4375,7,1690,329
,31.325241088867188,41.149658203125,46,100782.234375,3,1761,404
,31.335960388183594,41.15728759765625,46,100782.234375,4,1757,398
,31.335960388183594,41.4700927734375,43,100817.6328125,9,445,6
,31.34668731689453,41.58453369140625,43,100817.6328125,3,400,0
,31.34668731689453,41.5921630859375,42,100829.4375,4,400,0
,31.35741424560547,41.56927490234375,42,100829.4375,6,432,4
,31.34668731689453,41.54638671875,42,100829.4375,9,400,0
,31.35741424560547,41.55401611328125,46,100782.234375,7,425,3
,31.368141174316406,41.576904296875,45,100794.0390625,7,436,5
,31.368141174316406,41.5616455078125,46,100782.234375,4,413,1
,31.378868103027344,41.5616455078125,45,100794.0390625,10,400,0
,31.378868103027344,41.5921630859375,45,100794.0390625,8,400,0
,31.378868103027344,41.607421875,44,100805.8359375,4,400,0
,31.378868103027344,41.607421875,44,100805.8359375,6,400,0
,31.378868103027344,41.607421875,44,100805.8359375,4,417,2
,31.38958740234375,41.61505126953125,45,100794.0390625,7,400,0
,31.400314331054688,41.59979248046875,44,100805.8359375,9,417,2
,31.400314331054688,41.5921630859375,45,100794.0390625,7,461,9
,31.411041259765625,41.58453369140625,44,100805.8359375,6,548,22
,31.400314331054688,41.5616455078125,44,100805.8359375,4,612,32
,31.421768188476562,41.55401611328125,43,100817.6328125,7,633,35
,31.421768188476562,41.54638671875,43,100817.6328125,4,597,30
,31.43248748779297,41.52349853515625,43,100817.6328125,8,452,7
,31.43248748779297,41.515869140625,42,100829.4375,4,400,0
,31.43248748779297,41.47772216796875,46,100782.234375,3,400,0
,31.43248748779297,41.40142822265625,42,100829.4375,2,400,0
,31.43248748779297,41.149658203125,46,100782.234375,3,400,0
,31.443214416503906,40.62322998046875,46,100782.234375,4,400,0
,31.453941345214844,40.2646484375,42,100829.4375,3,400,0
,31.453941345214844,39.82977294921875,46,100782.234375,3,400,0
,31.453941345214844,39.7763671875,42,100829.4375,5,400,0
,31.46466827392578,39.84503173828125,46,100782.234375,5,434,5
,31.46466827392578,39.8831787109375,45,100794.0390625,6,427,4
,31.475387573242188,39.8831787109375,45,100794.0390625,6,423,3
,31.496841430664062,39.83740234375,45,100794.0390625,1,403,0
,31.486114501953125,39.79925537109375,45,100794.0390625,3,400,0
,31.496841430664062,39.75347900390625,44,100805.8359375,7,442,6
,31.496841430664062,39.67718505859375,44,100805.8359375,6,421,3
,31.496841430664062,39.64666748046875,45,100794.0390625,4,424,3
,31.496841430664062,39.60089111328125,44,100805.8359375,4,424,3
,31.518287658691406,39.5474853515625,43,100817.6328125,7,424,3
,31.507568359375,39.46356201171875,43,100817.6328125,8,501,15
,31.518287658691406,39.440673828125,43,100817.6328125,3,527,19
,31.518287658691406,39.3338623046875,43,100817.6328125,4,472,10
,31.529014587402344,39.03631591796875,44,100805.8359375,3,428,4
,31.529014587402344,38.830322265625,43,100817.6328125,5,400,0
,31.53974151611328,38.6929931640625,44,100805.8359375,4,400,0
,31.53974151611328,38.70062255859375,43,100817.6328125,3,420,3
,31.55046844482422,38.61669921875,42,100829.4375,3,400,0
,31.55046844482422,38.56329345703125,42,100829.4375,7,417,2
,31.561187744140625,38.525146484375,42,100829.4375,3,408,1
,31.571914672851562,38.42596435546875,42,100829.4375,3,417,2
,31.5826416015625,38.30389404296875,46,100782.234375,6,439,5
,31.593368530273438,38.189453125,45,100794.0390625,3,426,3
,31.593368530273438,38.07501220703125,46,100782.234375,6,426,3
,31.593368530273438,38.036865234375,45,100794.0390625,3,527,19
,31.604087829589844,38.02923583984375,46,100782.234375,3,594,29
,31.604087829589844,38.05975341796875,46,100782.234375,4,552,23
,31.61481475830078,38.0826416015625,45,100794.0390625,6,599,30
,31.604087829589844,38.0826416015625,46,100782.234375,2,548,22
,31.61481475830078,38.12841796875,45,100794.0390625,4,530,19
,31.636268615722656,38.15130615234375,44,100805.8359375,5,588,28
,31.636268615722656,38.1436767578125,44,100805.8359375,6,594,29
,31.646995544433594,38.16656494140625,44,100805.8359375,3,570,25
,31.668441772460938,38.19708251953125,42,100829.4375,5,0,0
,31.668441772460938,38.189453125,44,100805.8359375,4,400,0
,31.679168701171875,38.189453125,44,100805.8359375,1,464,9
,31.743515014648438,37.914794921875,45,100794.0390625,3,433,5
,31.743515014648438,37.88427734375,46,100782.234375,8,446,7
,31.754241943359375,37.8690185546875,43,100817.6328125,5,436,5
